borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000003,Barnet,2013,life_expectancy_65_female,22.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 22.1-22.7"
E09000003,Barnet,2013,life_expectancy_65_male,19.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 19.6-20.2"
E09000003,Barnet,2013,life_expectancy_birth_female,84.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 84.5-85.2"
E09000003,Barnet,2013,life_expectancy_birth_male,81.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 81.2-82"
E09000003,Barnet,2014,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 22.2-22.8"
E09000003,Barnet,2014,life_expectancy_65_male,20,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 19.7-20.4"
E09000003,Barnet,2014,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 84.7-85.4"
E09000003,Barnet,2014,life_expectancy_birth_male,81.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 81.5-82.3"
E09000003,Barnet,2015,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 22.2-22.7"
E09000003,Barnet,2015,life_expectancy_65_male,20,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 19.7-20.3"
E09000003,Barnet,2015,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 84.6-85.3"
E09000003,Barnet,2015,life_expectancy_birth_male,81.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 81.4-82.1"
E09000003,Barnet,2016,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 22.3-22.8"
E09000003,Barnet,2016,life_expectancy_65_male,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 19.8-20.3"
E09000003,Barnet,2016,life_expectancy_birth_female,85.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 84.7-85.4"
E09000003,Barnet,2016,life_expectancy_birth_male,81.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 81.4-82.2"
E09000003,Barnet,2017,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 22.2-22.8"
E09000003,Barnet,2017,life_expectancy_65_male,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 19.8-20.4"
E09000003,Barnet,2017,life_expectancy_birth_female,85.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 85-85.7"
E09000003,Barnet,2017,life_expectancy_birth_male,81.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 81.5-82.2"
E09000003,Barnet,2018,life_expectancy_65_female,22.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 22.4-23"
E09000003,Barnet,2018,life_expectancy_65_male,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 19.8-20.4"
E09000003,Barnet,2018,life_expectancy_birth_female,85.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 85.3-86"
E09000003,Barnet,2018,life_expectancy_birth_male,82,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 81.7-82.4"
E09000003,Barnet,2019,life_expectancy_65_female,22.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 22.6-23.2"
E09000003,Barnet,2019,life_expectancy_65_male,20.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 20.1-20.7"
E09000003,Barnet,2019,life_expectancy_birth_female,85.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 85.5-86.1"
E09000003,Barnet,2019,life_expectancy_birth_male,82.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 82-82.7"
E09000003,Barnet,2020,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 22.2-22.8"
E09000003,Barnet,2020,life_expectancy_65_male,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 19.5-20.1"
E09000003,Barnet,2020,life_expectancy_birth_female,85.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 85-85.6"
E09000003,Barnet,2020,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 81.1-81.8"
E09000003,Barnet,2021,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 22.2-22.7"
E09000003,Barnet,2021,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 19.2-19.8"
E09000003,Barnet,2021,life_expectancy_birth_female,85.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 84.9-85.6"
E09000003,Barnet,2021,life_expectancy_birth_male,80.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 80.5-81.2"
E09000003,Barnet,2022,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 21.9-22.4"
E09000003,Barnet,2022,life_expectancy_65_male,19.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 19.1-19.6"
E09000003,Barnet,2022,life_expectancy_birth_female,84.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 84.6-85.3"
E09000003,Barnet,2022,life_expectancy_birth_male,80.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 80.5-81.2"
E09000003,Barnet,2023,life_expectancy_65_female,22.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 22.5-23.1"
E09000003,Barnet,2023,life_expectancy_65_male,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 19.8-20.4"
E09000003,Barnet,2023,life_expectancy_birth_female,85.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 85.2-85.9"
E09000003,Barnet,2023,life_expectancy_birth_male,81.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 81.3-82"
E09000003,Barnet,2024,life_expectancy_65_female,23.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 23-23.5"
E09000003,Barnet,2024,life_expectancy_65_male,20.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 20.4-21"
E09000003,Barnet,2024,life_expectancy_birth_female,85.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 85.6-86.3"
E09000003,Barnet,2024,life_expectancy_birth_male,82.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 82.2-82.9"
E09000004,Bexley,2003,life_expectancy_65_female,19.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 18.9-19.5"
E09000004,Bexley,2003,life_expectancy_65_male,16.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 16.3-17"
E09000004,Bexley,2003,life_expectancy_birth_female,81.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 80.8-81.7"
E09000004,Bexley,2003,life_expectancy_birth_male,77.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 76.6-77.5"
E09000004,Bexley,2004,life_expectancy_65_female,19.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 19.1-19.6"
E09000004,Bexley,2004,life_expectancy_65_male,17,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 16.7-17.3"
E09000004,Bexley,2004,life_expectancy_birth_female,81.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 81.2-82"
E09000004,Bexley,2004,life_expectancy_birth_male,77.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 77.1-78.1"
E09000004,Bexley,2005,life_expectancy_65_female,19.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 19.4-20"
E09000004,Bexley,2005,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 17-17.7"
E09000004,Bexley,2005,life_expectancy_birth_female,82,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 81.6-82.4"
